glass_forming_category,measurements,composition,source,data,id,D_max,dT_x,system
Ribbon,['D_max'],Al0Cu56Zr44,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1094,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al0Cu40Zr60,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1093,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al5Cu30Zr65,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1101,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al7.5Cu27.5Zr65,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1102,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al10Cu25Zr65,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1103,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al15Cu20Zr65,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1104,0.2,,"{'Zr', 'Al', 'Cu'}"
Ribbon,['D_max'],Al20Cu15Zr65,['http://link.springer.com/book/10.1007%2Fb58222'],{'D_max': 0.2},1105,0.2,,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Ni60Nb40,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 33.0, 'D_max': 1.0}",7235,1.0,33.0,"{'Nb', 'Ni'}"
BMG,"['dT_x', 'D_max']",Zr50Cu48Ag2,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 51.0, 'D_max': 2.0}",7147,2.0,51.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu46Zr54,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 50.0, 'D_max': 2.0}",6842,2.0,50.0,"{'Zr', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr54Cu46,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 50.0, 'D_max': 2.0}",7126,2.0,50.0,"{'Zr', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu64Zr36,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 46.0, 'D_max': 2.0}",6911,2.0,46.0,"{'Zr', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu50Zr50,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 47.0, 'D_max': 2.0}",6907,2.0,47.0,"{'Zr', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu42Zr42Ag16,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 72.0, 'D_max': 2.0}",6903,2.0,72.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu50Zr50,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 58.0, 'D_max': 2.0}",6899,2.0,58.0,"{'Zr', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu48Zr48Ag4,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 62.0, 'D_max': 3.0}",6900,3.0,62.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr47Cu46Al7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 76.0, 'D_max': 3.0}",7127,3.0,76.0,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu46Zr47Al7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 76.0, 'D_max': 3.0}",6843,3.0,76.0,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu50Zr43Al7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 71.0, 'D_max': 4.0}",6851,4.0,71.0,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu46Zr46Ag8,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 68.0, 'D_max': 4.0}",6901,4.0,68.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu44Zr44Ag12,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 80.0, 'D_max': 4.0}",6902,4.0,80.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu57Zr36Ag7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 43.0, 'D_max': 4.0}",6912,4.0,43.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr50Cu45Ag5,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 59.0, 'D_max': 4.0}",7148,4.0,59.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr50Cu43Ag7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 58.0, 'D_max': 4.0}",7149,4.0,58.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr50Cu38Ag12,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 71.0, 'D_max': 4.0}",7151,4.0,71.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu45Zr48Al7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 58.0, 'D_max': 5.0}",6857,5.0,58.0,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr50Cu40Ag10,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 66.0, 'D_max': 5.0}",7150,5.0,66.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Zr48Cu45Al7,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 60.0, 'D_max': 5.0}",7140,5.0,60.0,"{'Zr', 'Al', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu54Zr36Ag10,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 40.0, 'D_max': 6.0}",6913,6.0,40.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu45Zr45Ag10,['http://www.sciencedirect.com/science/article/pii/S0925838808012206'],"{'dT_x': 73.0, 'D_max': 6.0}",6888,6.0,73.0,"{'Zr', 'Ag', 'Cu'}"
BMG,"['dT_x', 'D_max']",Cu50Zr43Al7,['http://dx.doi.org/10.1016/j.msea.2010.07.067'],"{'dT_x': 68.0, 'D_max': 10.0}",8363,10.0,68.0,"{'Zr', 'Al', 'Cu'}"
